count;date
93139;29/10/2017
124394;30/10/2017
119892;31/10/2017
116918;1/11/2017
105910;2/11/2017
96489;3/11/2017
65868;4/11/2017
68341;5/11/2017
100629;6/11/2017
101787;7/11/2017
103003;8/11/2017
98564;9/11/2017
93273;10/11/2017
67074;11/11/2017
65436;12/11/2017
93394;13/11/2017
99003;14/11/2017
93440;15/11/2017
92663;16/11/2017
88521;17/11/2017
59659;18/11/2017
60981;19/11/2017
90226;20/11/2017
95118;21/11/2017
89963;22/11/2017
79902;23/11/2017
72485;24/11/2017
53133;25/11/2017
57272;26/11/2017
89352;27/11/2017
87784;28/11/2017
91820;29/11/2017
89027;30/11/2017
85180;1/12/2017
54314;2/12/2017
59833;3/12/2017
85923;4/12/2017
86751;5/12/2017
83459;6/12/2017
82022;7/12/2017
75129;8/12/2017
55571;9/12/2017
51544;10/12/2017
82138;11/12/2017
82853;12/12/2017
82070;13/12/2017
82000;14/12/2017
77253;15/12/2017
48059;16/12/2017
50094;17/12/2017
76746;18/12/2017
79560;19/12/2017
78100;20/12/2017
73917;21/12/2017
63888;22/12/2017
51316;23/12/2017
39888;24/12/2017
39750;25/12/2017
50787;26/12/2017
58854;27/12/2017
64262;28/12/2017
60190;29/12/2017
46714;30/12/2017
41766;31/12/2017
36818;1/1/2018
31870;2/1/2018
26922;3/1/2018
21974;4/1/2018
60190;5/1/2018
46714;6/1/2018
33238;7/1/2018
33238;8/1/2018
91820;9/1/2018
89027;10/1/2018
86234;11/1/2018
83441;12/1/2018
80648;13/1/2018
77855;14/1/2018
89352;15/1/2018
87784;16/1/2018
91820;17/1/2018
89027;18/1/2018
85180;19/1/2018
54314;20/1/2018
59833;21/1/2018
65352;22/1/2018
70871;23/1/2018
76390;24/1/2018
81909;25/1/2018
87428;26/1/2018
92947;27/1/2018
98466;28/1/2018
54314;29/1/2018
59833;30/1/2018
65352;31/1/2018
70871;1/2/2018
76390;2/2/2018
81909;3/2/2018
87428;4/2/2018
92947;5/2/2018
83146;6/2/2018
93139;7/2/2018
119892;8/2/2018
